,STORAGE_IN,CONSTANT_HEAD_IN,WELLS_IN,HEAD_DEP_BOUNDS_IN,STREAM_LEAKAGE_IN,UZF_RECHARGE_IN,GW_ET_IN,SURFACE_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,WELLS_OUT,HEAD_DEP_BOUNDS_OUT,STREAM_LEAKAGE_OUT,UZF_RECHARGE_OUT,GW_ET_OUT,SURFACE_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
2014-07-01,3917939.0,0.0,482587.88,2196306.5,1289052.8,1055646.8,0.0,0.0,9251.706,8950785.0,201322.69,0.0,0.0,2898568.0,911059.9,0.0,1550644.4,13080.974,3378188.8,8952865.0,-2080.0,-0.02
2014-08-01,3385894.5,0.0,482587.88,2196672.8,1277274.0,1044129.2,0.0,0.0,8812.984,8395371.0,175871.22,0.0,0.0,2893019.2,899282.7,0.0,1499792.5,12390.207,2918683.2,8399039.0,-3668.0,-0.04
2014-09-01,3225884.5,0.0,482587.88,2196909.5,1311625.2,1031994.8,0.0,0.0,8780.502,8257782.5,163782.39,0.0,0.0,2894655.5,933435.1,0.0,1325484.4,12962.1,2929892.2,8260212.0,-2429.5,-0.03
2014-10-01,3125324.5,0.0,482587.88,2197111.2,1358440.0,1001143.5,0.0,0.0,8368.853,8172976.5,342828.78,0.0,0.0,2895862.2,980409.0,0.0,897258.25,13101.204,3047323.2,8176782.0,-3805.5,-0.05
2014-11-01,2518975.8,0.0,482587.88,2197293.0,1417824.5,1013347.2,0.0,0.0,8364.169,7638392.0,715038.06,0.0,0.0,2901896.8,1040212.2,0.0,418304.06,13770.55,2549133.2,7638355.0,37.0,0.0
2014-12-01,2193540.8,0.0,482587.88,2197459.8,1512393.5,1038206.6,0.0,0.0,8346.77,7432535.0,860262.4,0.0,0.0,2919691.5,1099791.1,0.0,195819.1,14904.69,2328368.8,7418837.0,13698.0,0.18
2015-01-01,1513540.1,0.0,482587.88,2197402.2,1906681.0,1614251.6,0.0,0.0,8395.712,7722858.0,2682686.0,0.0,0.0,2968696.8,1262511.1,0.0,11083.014,17612.809,761701.06,7704291.0,18567.0,0.24
2015-02-01,1441770.9,0.0,190933.77,2197470.0,3268724.0,4818437.5,0.0,0.0,8304.563,11925641.0,5937297.0,0.0,0.0,3029196.8,2113004.8,0.0,18648.861,21942.293,763062.1,11883152.0,42489.0,0.36
2015-03-01,6229147.0,0.0,190933.77,1799401.8,3706924.5,12216440.0,0.0,0.0,8625.154,24151474.0,13643940.0,0.0,0.0,4802424.0,3149121.8,0.0,159964.56,28959.37,2344684.5,24129094.0,22380.0,0.09
2015-04-01,4616639.5,0.0,190933.77,2029149.8,2556180.0,8958610.0,0.0,0.0,10310.692,18361822.0,9586282.0,0.0,0.0,3709601.0,2175053.0,0.0,238493.98,32665.541,2573380.0,18315476.0,46346.0,0.25
2015-05-01,3763359.8,0.0,190933.77,2100235.5,2438853.5,5504563.5,0.0,0.0,10076.281,14008022.0,5536733.0,0.0,0.0,3249667.0,1816606.5,0.0,267666.16,31113.719,3077058.5,13978844.0,29178.0,0.21
2015-06-01,6311029.5,0.0,190933.77,2124132.2,1684640.6,3801584.2,0.0,0.0,9609.636,14121931.0,2816941.8,0.0,0.0,3105667.8,1306159.1,0.0,3868821.0,21872.486,2956396.2,14075858.0,46073.0,0.33
2015-07-01,4741367.5,0.0,190933.77,2140817.5,1525832.9,3106137.5,0.0,0.0,9493.761,11714584.0,1919896.8,0.0,0.0,3041246.8,1147145.5,0.0,2616738.2,15216.324,2943109.5,11683352.0,31232.0,0.27
2015-08-01,4286945.5,0.0,190933.77,2152134.0,1470991.8,2676356.5,0.0,0.0,9075.147,10786437.0,1472783.4,0.0,0.0,3000869.5,1092963.4,0.0,1786185.5,13671.999,3401339.2,10767813.0,18624.0,0.17
2015-09-01,3621177.2,0.0,190933.77,2159886.2,1464326.8,2500095.5,0.0,0.0,8981.317,9945401.0,1214205.1,0.0,0.0,2977878.2,1086281.4,0.0,1598174.5,13326.472,3041780.2,9931646.0,13755.0,0.14
2015-10-01,2624538.2,0.0,190933.77,2165474.5,1554291.1,2356530.5,0.0,0.0,8499.059,8900267.0,1321402.0,0.0,0.0,2968593.5,1176625.5,0.0,908065.7,14057.272,2502396.0,8891140.0,9127.0,0.1
2015-11-01,1972097.9,0.0,190933.77,2169830.2,1592710.9,2347308.5,0.0,0.0,8381.199,8281262.5,1518034.9,0.0,0.0,2964700.0,1216899.4,0.0,709183.44,14778.887,1843321.9,8266919.0,14343.5,0.17
2015-12-01,1826730.2,0.0,190933.77,2173037.2,1690655.4,2336687.0,0.0,0.0,8346.287,8226390.0,1905676.5,0.0,0.0,2968608.2,1301432.4,0.0,179428.73,15738.702,1849314.5,8220199.0,6191.0,0.08
2016-01-01,1604936.1,0.0,190933.77,2175767.0,1717262.1,2216877.5,0.0,0.0,8342.319,7914119.0,1609105.6,0.0,0.0,2989041.0,1343709.4,0.0,219435.25,18076.22,1722716.2,7902083.0,12036.0,0.15
2016-02-01,1656338.4,0.0,190933.77,2177897.0,1760474.5,2260004.8,0.0,0.0,208879.42,8254527.5,2415606.0,0.0,0.0,3019812.5,1384464.8,0.0,222566.73,20759.07,1178175.8,8241384.0,13143.5,0.16
2016-03-01,5470663.0,0.0,190933.77,1759212.0,4238698.5,8861787.0,0.0,0.0,233453.11,20754750.0,10698489.0,0.0,0.0,4734551.5,3521192.5,0.0,73282.9,26337.074,1705750.5,20759602.0,-4852.0,-0.02
2016-04-01,3170625.8,0.0,190933.77,2090222.6,1837359.0,3025705.0,0.0,0.0,223851.75,10538698.0,2306785.8,0.0,0.0,3333414.0,1457312.8,0.0,1222074.4,28302.473,2166888.8,10514779.0,23919.0,0.23
2016-05-01,3713024.5,0.0,190933.77,2118939.8,1573494.2,2512312.8,0.0,0.0,212741.17,10321446.0,1341533.2,0.0,0.0,3108594.5,1195327.0,0.0,2136803.8,23582.227,2507835.2,10313676.0,7770.0,0.08
2016-06-01,4085517.5,0.0,190933.77,2135053.5,1485934.9,2338207.8,0.0,0.0,211257.95,10446906.0,966348.1,0.0,0.0,3032255.8,1107012.9,0.0,2540545.0,21629.475,2777279.5,10445071.0,1835.0,0.02
2016-07-01,3746067.2,0.0,190933.77,2148158.8,1404139.5,2299121.2,0.0,0.0,209524.42,9997945.0,894148.2,0.0,0.0,2990083.0,1026073.94,0.0,1951923.4,17174.082,3116173.5,9995576.0,2369.0,0.02
2016-08-01,3477274.0,0.0,190933.77,2157029.5,1413867.5,2088026.9,0.0,0.0,209194.88,9536326.0,690256.7,0.0,0.0,2966125.8,1035667.56,0.0,1593161.5,16332.396,3234557.8,9536102.0,224.0,0.0
2016-09-01,2729447.0,0.0,190933.77,2163429.0,1414239.6,2084619.0,0.0,0.0,207195.6,8789864.0,661609.25,0.0,0.0,2951504.2,1036055.7,0.0,1515386.0,16012.152,2608399.5,8788966.0,898.0,0.01
2016-10-01,2077967.0,0.0,190933.77,2168090.5,1489876.9,3562943.0,0.0,0.0,206295.78,9696107.0,2371495.0,0.0,0.0,2945877.8,1112059.6,0.0,965032.25,16766.654,2282640.2,9693872.0,2235.0,0.02
2016-11-01,1700909.6,0.0,190933.77,2171823.0,1521578.8,2054546.0,0.0,0.0,205026.95,7844818.0,1330724.5,0.0,0.0,2944070.5,1145514.1,0.0,737888.06,17657.178,1658700.1,7834554.0,10264.0,0.13
2016-12-01,1398727.9,0.0,190933.77,2174697.8,1715953.2,2159321.5,0.0,0.0,212539.77,7852174.5,1845180.9,0.0,0.0,2970447.8,1339239.1,0.0,161077.2,21394.307,1508928.4,7846267.5,5907.0,0.08
2017-01-01,1349754.5,0.0,190933.77,2177083.5,1751156.1,2119312.2,0.0,0.0,214793.03,7803033.0,1730450.8,0.0,0.0,3008576.8,1368375.5,0.0,170568.86,23822.174,1498152.5,7799946.5,3086.5,0.04
2017-02-01,1181055.6,0.0,190933.77,2179029.5,1912056.9,2632496.2,0.0,0.0,348362.7,8443935.0,2826097.2,0.0,0.0,3033219.8,1511469.6,0.0,59051.805,28387.156,963694.7,8421920.0,22015.0,0.26
2017-03-01,1907872.9,0.0,190933.77,2180423.2,2067263.1,4018005.8,0.0,0.0,346754.34,10711253.0,3691856.8,0.0,0.0,3082557.0,1685929.2,0.0,351816.3,33482.05,1834090.2,10679731.0,31522.0,0.29
2017-04-01,2534804.5,0.0,190933.77,2181582.0,1856481.1,2968516.5,0.0,0.0,346752.2,10079070.0,1942932.6,0.0,0.0,3020555.5,1473903.6,0.0,1369905.4,35352.684,2223451.8,10066101.0,12969.0,0.13
2017-05-01,1932503.6,0.0,190933.77,2182788.8,1853426.6,2255920.5,0.0,0.0,346753.28,8762326.0,1480084.6,0.0,0.0,2964861.0,1424644.0,0.0,222393.52,32886.22,2635645.2,8760514.0,1812.0,0.02
2017-06-01,3257209.5,0.0,190933.77,2183966.2,1574370.0,2068567.6,0.0,0.0,365928.6,9640976.0,757303.75,0.0,0.0,2943765.5,1196289.4,0.0,1892108.1,29856.172,2817776.0,9637098.0,3878.0,0.04
2017-07-01,3262904.8,0.0,190933.77,2184984.0,1469428.9,1940261.4,0.0,0.0,365918.53,9414432.0,558429.44,0.0,0.0,2924617.5,1091278.8,0.0,1924541.9,23594.12,2890114.5,9412576.0,1856.0,0.02
2017-08-01,2815111.8,0.0,190933.77,2186160.8,1465453.8,1851061.5,0.0,0.0,365958.94,8874681.0,432687.03,0.0,0.0,2912474.5,1087384.8,0.0,1538380.4,21933.428,2884038.8,8876899.0,-2218.0,-0.02
2017-09-01,2106642.2,0.0,190933.77,2187196.2,1459879.4,1835853.2,0.0,0.0,365913.75,8146419.0,478066.7,0.0,0.0,2904783.0,1082186.5,0.0,1355715.6,21191.225,2303736.5,8145679.0,740.0,0.01
2017-10-01,1724071.2,0.0,190933.77,2188231.2,1498010.0,1823335.9,0.0,0.0,365866.9,7790449.0,646506.5,0.0,0.0,2903408.0,1120377.4,0.0,1099521.6,21630.385,1999409.0,7790853.0,-404.0,-0.01
2017-11-01,1429887.4,0.0,190933.77,2189100.0,1653182.1,2133436.5,0.0,0.0,365805.62,7962345.0,1972310.1,0.0,0.0,2908709.2,1268619.0,0.0,294090.06,23544.664,1492011.0,7959284.0,3061.0,0.04
2017-12-01,1429732.9,0.0,190933.77,2190118.2,1664631.6,1876700.8,0.0,0.0,365807.3,7717924.5,1235730.1,0.0,0.0,2930761.8,1286753.0,0.0,597415.44,26375.588,1639252.0,7716288.0,1636.5,0.02
2018-01-01,1120601.1,0.0,190933.77,2190792.0,2157024.5,1912648.4,0.0,0.0,365801.12,7937801.0,1998903.1,0.0,0.0,2945011.8,1391961.6,0.0,44512.055,28762.082,1519813.9,7928964.5,8836.5,0.11
2018-02-01,1783729.1,0.0,190933.77,2144533.0,2156982.2,3233351.8,0.0,0.0,309997.25,9819527.0,3664960.0,0.0,0.0,3210423.2,1754046.2,0.0,64987.87,32269.082,1053468.4,9780154.0,39373.0,0.4
2018-03-01,1929394.5,0.0,190933.77,2182967.8,2064093.0,3642595.2,0.0,0.0,306525.8,10316510.0,3195579.0,0.0,0.0,3073674.8,1665326.9,0.0,736829.2,35781.13,1564690.1,10271881.0,44629.0,0.43
2018-04-01,2868086.8,0.0,190933.77,2189491.5,1689371.4,2674749.5,0.0,0.0,306445.34,9919078.0,1489998.5,0.0,0.0,2973378.5,1304362.8,0.0,2137348.0,31139.87,1964503.6,9900732.0,18346.0,0.19
2018-05-01,2886673.2,0.0,190933.77,2191254.2,1678449.8,2507013.0,0.0,0.0,306425.03,9760749.0,1153191.0,0.0,0.0,2941187.8,1248558.8,0.0,1807375.6,28620.178,2572745.0,9751678.0,9071.0,0.09
2018-06-01,3507056.2,0.0,190933.77,2192403.8,1545922.2,2132992.5,0.0,0.0,306446.66,9875755.0,657179.4,0.0,0.0,2925019.2,1166649.8,0.0,2347217.5,27399.758,2749547.8,9873013.0,2742.0,0.03
2018-07-01,3086198.2,0.0,190933.77,2193380.8,1448331.0,1952409.1,0.0,0.0,306422.16,9177675.0,511519.75,0.0,0.0,2903945.5,1070271.8,0.0,1728920.8,21586.957,2941683.5,9177928.0,-253.0,-0.0
2018-08-01,2973571.8,0.0,190933.77,2194215.0,1399160.1,1885434.0,0.0,0.0,306429.22,8949743.0,395783.03,0.0,0.0,2892966.5,1020871.1,0.0,1824066.8,19689.805,2797753.8,8951131.0,-1388.0,-0.02
2018-09-01,2317249.0,0.0,190933.77,2195006.2,1408699.0,1879033.5,0.0,0.0,306408.1,8297329.5,516162.88,0.0,0.0,2886902.8,1030618.9,0.0,1598465.8,18962.916,2245654.5,8296767.5,562.0,0.01
2018-10-01,1664299.1,0.0,190933.77,2195740.5,1448076.1,1895927.0,0.0,0.0,306383.28,7701360.0,554205.7,0.0,0.0,2887957.8,1070205.2,0.0,1335640.6,19383.168,1832542.4,7699935.0,1425.0,0.02
2018-11-01,1167760.2,0.0,190933.77,2196010.8,4816421.5,3690422.2,0.0,0.0,306385.84,12367934.0,6595556.0,0.0,0.0,2895702.0,1533379.5,0.0,14328.366,21462.043,1313161.9,12373590.0,-5656.0,-0.05
2018-12-01,1229072.8,0.0,190933.77,2196859.8,1712004.6,2053143.4,0.0,0.0,306392.06,7688406.5,1400732.2,0.0,0.0,2923821.0,1330474.8,0.0,451001.75,25208.508,1548564.0,7679802.5,8604.0,0.11
2019-01-01,1254760.2,0.0,190933.77,2197262.2,1698082.9,2013545.6,0.0,0.0,306384.1,7660968.5,1204989.9,0.0,0.0,2955275.8,1312047.8,0.0,586172.3,26838.562,1574124.9,7659449.0,1519.5,0.02
2019-02-01,1212752.1,0.0,190933.77,2197599.5,1723017.1,2227362.2,0.0,0.0,551414.44,8103079.5,1913112.5,0.0,0.0,2964535.2,1342184.2,0.0,701727.94,31179.201,1136009.5,8088748.5,14331.0,0.18
2019-03-01,1097617.2,0.0,190933.77,2197827.0,1882242.4,2328402.5,0.0,0.0,550561.4,8247584.5,1792013.0,0.0,0.0,2990761.5,1498574.1,0.0,131732.31,35505.73,1800060.5,8248647.0,-1062.5,-0.01
2019-04-01,1911548.4,0.0,190933.77,2197954.2,1730688.5,1995939.5,0.0,0.0,551097.9,8578162.0,1008735.7,0.0,0.0,2945793.0,1352478.8,0.0,1246365.6,36873.81,1988005.5,8578252.0,-90.0,-0.0
2019-05-01,3974115.0,0.0,190933.77,2198183.5,1511088.6,1718496.5,0.0,0.0,552057.4,10144874.0,515260.1,0.0,0.0,2913610.8,1132940.1,0.0,2356135.2,33535.902,3192176.2,10143658.0,1216.0,0.01
2019-06-01,3001944.0,0.0,190933.77,2198535.2,1457519.2,1644659.8,0.0,0.0,551827.2,9045419.0,505979.3,0.0,0.0,2895910.8,1079282.8,0.0,1885862.0,29842.682,2649596.5,9046474.0,-1055.0,-0.01
2019-07-01,3236262.8,0.0,190933.77,2198850.5,1425207.8,1576857.6,0.0,0.0,552321.7,9180435.0,369922.12,0.0,0.0,2885453.8,1047101.56,0.0,1801088.4,28202.5,3052660.2,9184429.0,-3994.0,-0.04
2019-08-01,2884767.8,0.0,190933.77,2199205.0,1454678.5,1547352.6,0.0,0.0,553002.7,8829940.0,396419.06,0.0,0.0,2878597.0,1076874.4,0.0,1315656.6,27630.836,3135759.0,8830937.0,-997.0,-0.01
2019-09-01,2262619.5,0.0,190933.77,2199609.2,1490090.1,1555164.5,0.0,0.0,551479.7,8249896.5,553646.94,0.0,0.0,2877994.2,1112435.5,0.0,1034340.25,27998.883,2645024.2,8251440.0,-1543.5,-0.02
2019-10-01,1805715.4,0.0,190933.77,2199909.2,1510369.1,1590324.2,0.0,0.0,550730.7,7847982.5,744632.1,0.0,0.0,2878343.5,1132832.8,0.0,891389.25,28458.336,2173818.0,7849473.5,-1491.0,-0.02
2019-11-01,1459366.9,0.0,190933.77,2200250.8,1587869.8,1695512.8,0.0,0.0,550551.5,7684485.5,1306520.8,0.0,0.0,2886361.2,1209883.8,0.0,675869.44,30327.062,1576003.9,7684966.5,-481.0,-0.01
2019-12-01,1338195.0,0.0,190933.77,2200428.2,1601509.8,1705728.0,0.0,0.0,550262.06,7587057.0,1110687.8,0.0,0.0,2899109.5,1222313.6,0.0,717881.1,31743.848,1603800.5,7585536.5,1520.5,0.02
2020-01-01,1297346.0,0.0,190933.77,2200796.0,1686705.1,1742633.6,0.0,0.0,550424.75,7668839.0,1544103.6,0.0,0.0,2916709.2,1307808.6,0.0,358433.6,33836.09,1510574.0,7671465.0,-2626.0,-0.03
2020-02-01,1320659.8,0.0,235198.8,2200856.8,1614338.6,1791965.9,0.0,0.0,235762.9,7398783.0,1875440.9,0.0,0.0,2924073.0,1259122.4,0.0,220166.22,31012.703,1068850.8,7378666.0,20117.0,0.27
2020-03-01,1994425.1,0.0,235198.8,2200918.0,1511352.8,1588285.5,0.0,0.0,234983.77,7765164.5,790269.8,0.0,0.0,2922489.2,1133287.4,0.0,1082919.2,28788.387,1811138.1,7768892.5,-3728.0,-0.05
2020-04-01,1777517.2,0.0,235198.8,2200940.0,1611120.9,1558195.0,0.0,0.0,235831.05,7618803.0,1057195.4,0.0,0.0,2905361.8,1231333.4,0.0,308430.8,26273.857,2093355.1,7621950.5,-3147.5,-0.04
