,STORAGE_IN,CONSTANT_HEAD_IN,WELLS_IN,HEAD_DEP_BOUNDS_IN,STREAM_LEAKAGE_IN,UZF_RECHARGE_IN,GW_ET_IN,SURFACE_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,WELLS_OUT,HEAD_DEP_BOUNDS_OUT,STREAM_LEAKAGE_OUT,UZF_RECHARGE_OUT,GW_ET_OUT,SURFACE_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
2032-09-01,2678164.0,0.0,482587.88,2199597.2,1358264.4,1182813.0,0.0,0.0,365873.7,8267300.0,259673.75,0.0,0.0,2884420.5,980390.0,0.0,1341371.6,17950.498,2782754.2,8266561.0,739.0,0.01
2032-10-01,2345442.8,0.0,482587.88,2199849.8,1384687.4,1204403.8,0.0,0.0,365860.8,7982832.0,288536.97,0.0,0.0,2886470.5,1006869.94,0.0,1185800.6,18357.412,2595094.2,7981130.0,1702.0,0.02
2032-11-01,1814622.4,0.0,482587.88,2200059.0,1513851.5,1247735.9,0.0,0.0,365843.88,7624700.5,906692.5,0.0,0.0,2896853.5,1136251.1,0.0,476317.9,20298.623,2188769.5,7625183.0,-482.5,-0.01
2032-12-01,1623720.5,0.0,482587.88,2200089.5,1788437.4,2309482.5,0.0,0.0,365913.9,8770232.0,2405173.8,0.0,0.0,2948480.5,1409424.9,0.0,106651.2,25094.96,1814756.1,8709581.0,60651.0,0.69
2033-01-01,1660393.8,0.0,482587.88,2200078.2,1897351.2,1881811.1,0.0,0.0,366201.4,8488423.0,2867164.0,0.0,0.0,2961074.5,1307824.6,0.0,364995.53,27299.508,953024.0,8481382.0,7041.0,0.08
2033-02-01,7329824.5,0.0,482587.88,676348.44,6683287.5,17751828.0,0.0,0.0,266275.8,33190152.0,19623536.0,0.0,0.0,6965927.5,4916304.5,0.0,109068.46,38453.34,1520401.4,33173692.0,16460.0,0.05
2033-03-01,4818412.5,0.0,482587.88,1952502.4,2695043.5,11744220.0,0.0,0.0,258620.8,21951386.0,13692080.0,0.0,0.0,4028744.8,2315074.0,0.0,320174.88,39212.633,1524612.9,21919896.0,31490.0,0.14
2033-04-01,2694909.5,0.0,482587.88,2069889.1,3382430.5,8966041.0,0.0,0.0,256251.19,17852110.0,9620388.0,0.0,0.0,3466685.0,2906172.5,0.0,133254.81,41890.46,1678724.2,17847116.0,4994.0,0.03
2033-05-01,4573504.0,0.0,482587.88,2100744.0,2362257.8,5751459.0,0.0,0.0,259248.3,15529801.0,5424226.0,0.0,0.0,3262562.2,1984060.9,0.0,2476948.5,39919.47,2306079.8,15493797.0,36004.0,0.23
2033-06-01,5867344.5,0.0,482587.88,2116207.8,1865013.4,4288276.5,0.0,0.0,249951.44,14869381.0,3581254.2,0.0,0.0,3139191.5,1486540.0,0.0,3958416.5,26493.379,2626455.5,14818350.0,51031.0,0.34
2033-07-01,4450590.5,0.0,482587.88,2131423.5,1708868.4,3700862.5,0.0,0.0,241723.53,12716056.0,2652245.0,0.0,0.0,3081732.8,1330532.9,0.0,2361078.5,18600.312,3240163.2,12684353.0,31703.0,0.25
2033-08-01,3815107.5,0.0,482587.88,2142202.5,1593945.6,4163258.2,0.0,0.0,234339.73,12431442.0,3021150.5,0.0,0.0,3041750.0,1216027.6,0.0,2033554.9,15783.205,3102333.8,12430600.0,842.0,0.01
2033-09-01,2994707.5,0.0,482587.88,2150008.5,1581347.6,3202992.0,0.0,0.0,235792.73,10647437.0,1963441.2,0.0,0.0,3017768.5,1203409.6,0.0,1656916.8,15028.701,2766229.5,10622794.0,24643.0,0.23
2033-10-01,2302140.0,0.0,482587.88,2155480.5,1846046.2,3310482.8,0.0,0.0,253264.58,10350003.0,2451872.2,0.0,0.0,3011769.5,1467757.9,0.0,874641.2,17912.805,2510828.0,10334782.0,15221.0,0.15
2033-11-01,1738235.9,0.0,482587.88,2160342.2,1785476.5,3066151.5,0.0,0.0,244319.16,9477113.0,2241694.0,0.0,0.0,3004841.5,1407886.9,0.0,625307.9,18693.076,2151177.5,9449601.0,27512.0,0.29
2033-12-01,1601199.2,0.0,482587.88,2163590.5,1795614.9,3056351.0,0.0,0.0,244660.9,9344005.0,2645947.0,0.0,0.0,3010370.5,1419578.8,0.0,547434.4,19678.027,1678133.5,9321142.0,22863.0,0.24
2034-01-01,1651289.9,0.0,482587.88,2166492.8,1790523.2,3097362.5,0.0,0.0,243135.67,9431392.0,3025102.0,0.0,0.0,3021508.5,1407203.1,0.0,757069.4,20979.203,1176980.2,9408842.0,22550.0,0.24
2034-02-01,1770877.1,0.0,482587.88,2168886.8,2531257.2,6009235.5,0.0,0.0,9264.133,12972108.0,6267691.5,0.0,0.0,3048335.5,1903661.2,0.0,25712.809,19440.965,1713413.6,12978256.0,-6148.0,-0.05
2034-03-01,2581225.5,0.0,482587.88,2107940.2,2129065.0,4817692.5,0.0,0.0,9348.168,12127860.0,4374044.0,0.0,0.0,3289564.5,1742679.6,0.0,782115.7,24291.787,1841704.2,12054400.0,73460.0,0.61
2034-04-01,3773914.0,0.0,482587.88,1985519.0,2541015.5,8081063.5,0.0,0.0,9629.817,16873730.0,8363733.5,0.0,0.0,3942755.2,2149266.5,0.0,542281.8,27195.785,1835789.6,16861024.0,12706.0,0.08
2034-05-01,5988670.5,0.0,482587.88,2092363.1,1759347.6,4348744.0,0.0,0.0,9493.021,14681207.0,3088416.0,0.0,0.0,3255689.2,1380628.2,0.0,4400121.0,19204.41,2495753.2,14639811.0,41396.0,0.28
2034-06-01,3792342.8,0.0,482587.88,2115873.2,1668036.1,3788120.0,0.0,0.0,9381.679,11856342.0,2246915.0,0.0,0.0,3108651.0,1289871.5,0.0,2140188.2,12878.233,3031033.5,11829538.0,26804.0,0.23
2034-07-01,4061973.2,0.0,482587.88,2132625.2,1546688.6,3359475.8,0.0,0.0,9356.499,11592706.0,1743371.4,0.0,0.0,3055686.2,1168202.1,0.0,2214410.5,11085.656,3386263.0,11579018.0,13688.0,0.12
2034-08-01,3049443.2,0.0,482587.88,2143650.8,1538130.8,3131829.8,0.0,0.0,9373.858,10355017.0,1449010.9,0.0,0.0,3023743.0,1160086.9,0.0,1777399.1,10429.662,2925223.0,10345892.0,9125.0,0.09
2034-09-01,3009246.8,0.0,482587.88,2151018.8,1533088.9,2933472.0,0.0,0.0,9342.282,10118756.0,1250028.2,0.0,0.0,3006651.2,1155011.1,0.0,1756617.2,10395.303,2932647.8,10111351.0,7405.0,0.07
2034-10-01,2726000.0,0.0,482587.88,2156358.8,1640560.4,3183398.0,0.0,0.0,9340.861,10198247.0,2032268.0,0.0,0.0,2999685.0,1262932.2,0.0,837899.94,11098.427,3053125.2,10197009.0,1238.0,0.01
2034-11-01,2167667.0,0.0,482587.88,2161035.2,1806986.8,2794156.2,0.0,0.0,9331.991,9421765.0,2137633.5,0.0,0.0,2999805.5,1429400.1,0.0,281673.0,12406.399,2546904.8,9407823.0,13942.0,0.15
2034-12-01,1831446.9,0.0,482587.88,2164295.2,1885411.0,2805869.8,0.0,0.0,9291.804,9178903.0,2071779.6,0.0,0.0,3018466.5,1507143.9,0.0,243943.19,14533.808,2323573.2,9179440.0,-537.0,-0.01
2035-01-01,1540895.1,0.0,482587.88,2164841.5,3902689.5,8354750.0,0.0,0.0,10264.52,16456029.0,9098601.0,0.0,0.0,3201529.0,3292324.8,0.0,55100.56,18316.998,766974.5,16432848.0,23181.0,0.14
2035-02-01,708838.5,0.0,482587.88,343241.3,74260210.0,19191654.0,0.0,0.0,32508.467,95019040.0,82948590.0,0.0,0.0,7492710.5,3717579.5,0.0,35921.594,25544.057,789218.44,95009560.0,9480.0,0.01
2035-03-01,4393675.0,0.0,482587.88,2027744.9,2474396.2,5847389.0,0.0,0.0,10018.602,15235812.0,5866596.0,0.0,0.0,3708730.8,2092940.8,0.0,1171004.9,28600.377,2333566.5,15201440.0,34372.0,0.23
2035-04-01,3760394.8,0.0,482587.88,2091988.9,2490540.8,5776659.0,0.0,0.0,9731.488,14611902.0,4682833.5,0.0,0.0,3344782.8,2111278.2,0.0,1815226.2,31208.846,2559193.2,14544522.0,67380.0,0.46
2035-04-11,5149230.5,0.0,482587.88,2100183.2,2260785.8,5182430.5,0.0,0.0,9517.724,15184736.0,4007905.8,0.0,0.0,3258042.0,1882665.6,0.0,2946249.2,25496.158,3064917.5,15185276.0,-540.0,-0.0
2035-05-01,4943254.0,0.0,482587.88,2112866.5,2033433.1,4477518.5,0.0,0.0,9586.215,14059246.0,2893181.0,0.0,0.0,3167122.5,1655211.0,0.0,3238426.8,19164.281,3061012.5,14034118.0,25128.0,0.18
2035-06-01,4287075.5,0.0,482587.88,2127784.2,1801355.6,3975510.0,0.0,0.0,9438.231,12683752.0,2148000.8,0.0,0.0,3092648.5,1422990.9,0.0,3045834.2,13132.437,2937320.8,12659927.0,23825.0,0.19
2035-07-01,3085755.5,0.0,482587.88,2139679.0,1774092.9,3624313.2,0.0,0.0,9417.249,11115846.0,1770003.5,0.0,0.0,3053753.5,1396039.8,0.0,1940931.9,11584.939,2926747.2,11099061.0,16785.0,0.15
2035-08-01,3585173.0,0.0,482587.88,2147929.5,1687026.0,3413172.2,0.0,0.0,9418.607,11325308.0,1544950.8,0.0,0.0,3027610.2,1308954.6,0.0,2034015.5,10747.209,3384666.2,11310944.0,14364.0,0.13
2035-09-01,2978485.8,0.0,482587.88,2154056.8,1680331.4,3272347.2,0.0,0.0,9398.866,10577208.0,1364182.9,0.0,0.0,3009582.2,1302499.4,0.0,1855806.0,10564.004,3028629.8,10571264.0,5944.0,0.06
2035-10-01,2230302.5,0.0,482587.88,2158581.2,1763825.4,3371505.2,0.0,0.0,9367.352,10016170.0,1816627.8,0.0,0.0,3005773.2,1386083.1,0.0,1295530.1,11416.728,2490419.2,10005850.0,10320.0,0.1
2035-11-01,1625289.1,0.0,482587.88,2162334.5,1804872.2,3168947.5,0.0,0.0,9334.527,9253367.0,1793365.6,0.0,0.0,3004612.5,1428347.1,0.0,1171634.4,12153.049,1830281.2,9240394.0,12973.0,0.14
2035-12-01,1530585.4,0.0,482587.88,2165248.2,2127008.0,3300138.8,0.0,0.0,9300.754,9614869.0,2997859.2,0.0,0.0,3014019.2,1699169.6,0.0,44375.94,13905.278,1836733.1,9606063.0,8806.0,0.09
2036-01-01,1313139.0,0.0,482587.88,2167683.8,3674543.8,5471031.5,0.0,0.0,9327.039,13118313.0,6027261.5,0.0,0.0,3092624.8,2235642.5,0.0,20054.004,17688.686,1712237.9,13105509.0,12804.0,0.1
2036-02-01,5176790.0,0.0,482587.88,1741173.5,4249922.0,12757150.0,0.0,0.0,261872.7,24669496.0,14577923.0,0.0,0.0,4975283.0,3761117.2,0.0,115036.37,30300.172,1195743.1,24655404.0,14092.0,0.06
2036-03-01,3016337.2,0.0,482587.88,1978965.4,3737122.5,9782108.0,0.0,0.0,256871.31,19253992.0,10717668.0,0.0,0.0,3861451.5,2846779.0,0.0,63455.227,37872.824,1695006.0,19222234.0,31758.0,0.17
2036-04-01,2957049.5,0.0,482587.88,2080565.8,2838221.5,6534048.5,0.0,0.0,256490.19,15148963.0,5933598.5,0.0,0.0,3373970.0,2446978.8,0.0,1101526.2,39581.223,2167587.8,15063242.0,85721.0,0.57
2036-05-01,2171091.0,0.0,482587.88,2107039.5,2708771.2,5480098.5,0.0,0.0,256402.69,13205991.0,4519215.0,0.0,0.0,3207374.2,2303298.0,0.0,611785.25,33961.812,2521980.2,13197614.0,8377.0,0.06
2036-06-01,4868821.0,0.0,482587.88,2124630.0,2253099.2,4595511.0,0.0,0.0,254121.36,14578770.0,2922436.0,0.0,0.0,3140086.0,1874200.0,0.0,3788151.2,29391.275,2789230.8,14543495.0,35275.0,0.24
2036-07-01,3852011.8,0.0,482587.88,2135954.8,2000724.6,4107112.5,0.0,0.0,242163.31,12820555.0,2434181.5,0.0,0.0,3085247.8,1622666.9,0.0,2522268.2,18251.87,3111709.8,12794326.0,26229.0,0.2
2036-08-01,3557627.0,0.0,482587.88,2143982.2,1891576.5,4427742.5,0.0,0.0,238220.16,12741736.0,2675940.2,0.0,0.0,3052625.5,1513657.8,0.0,2241271.0,15739.292,3238773.2,12738007.0,3729.0,0.03
2036-09-01,2782182.5,0.0,482587.88,2150158.2,1920830.1,3733375.2,0.0,0.0,240748.5,11309882.0,2040170.0,0.0,0.0,3035701.5,1542391.9,0.0,2049245.1,16057.345,2609004.0,11292570.0,17312.0,0.15
2036-10-01,1826316.9,0.0,482587.88,2154716.8,1993007.4,3811606.0,0.0,0.0,245122.66,10513358.0,2034233.4,0.0,0.0,3028983.2,1614078.8,0.0,1516425.2,16784.24,2284691.5,10495196.0,18162.0,0.17
2036-11-01,1615787.6,0.0,482587.88,2158497.5,2156333.8,3646220.2,0.0,0.0,250775.69,10310203.0,3056839.2,0.0,0.0,3028060.2,1778726.2,0.0,731183.94,18851.436,1671220.5,10284882.0,25321.0,0.25
2036-12-01,1429440.1,0.0,482587.88,2161418.5,2461532.0,3575536.2,0.0,0.0,251002.73,10361518.0,3476810.2,0.0,0.0,3039865.5,1839077.5,0.0,438412.56,20769.38,1514175.5,10329110.0,32408.0,0.31
2037-01-01,1273637.6,0.0,482587.88,2164032.0,2401422.8,3610112.0,0.0,0.0,253125.69,10184918.0,3238257.2,0.0,0.0,3099442.8,2023159.8,0.0,294477.28,24815.723,1504708.6,10184862.0,56.0,0.0
2037-02-01,1818304.1,0.0,482587.88,2089080.1,3021149.5,6056833.5,0.0,0.0,368928.4,13836883.0,6706694.5,0.0,0.0,3404660.0,2601771.0,0.0,97099.97,34548.68,957950.1,13802724.0,34159.0,0.25
2037-03-01,2376392.0,0.0,482587.88,2126289.2,2554694.0,4017412.0,0.0,0.0,366210.47,11923585.0,3310835.0,0.0,0.0,3203729.0,2155848.0,0.0,1366744.0,36769.61,1821220.0,11895146.0,28439.0,0.24
2037-04-01,1440812.8,0.0,482587.88,2142279.5,2585524.8,3657768.5,0.0,0.0,366012.25,10674986.0,2948395.0,0.0,0.0,3136313.2,2187602.0,0.0,145682.3,35497.402,2205338.0,10658827.0,16159.0,0.15
2037-05-01,2922332.5,0.0,482587.88,2150140.0,2113602.0,3244884.8,0.0,0.0,365955.8,11279503.0,1567828.9,0.0,0.0,3076969.0,1735426.0,0.0,2239737.0,28985.541,2617683.5,11266630.0,12873.0,0.11
2037-06-01,2008682.1,0.0,482587.88,2155375.5,2521072.2,3138918.8,0.0,0.0,365954.94,10672592.0,2698240.2,0.0,0.0,3050740.2,1955095.8,0.0,124626.125,27530.4,2804909.2,10661142.0,11450.0,0.11
2037-07-01,3101717.5,0.0,482587.88,2158979.5,1876671.1,2882501.5,0.0,0.0,365950.3,10868408.0,1089781.8,0.0,0.0,3024691.5,1498436.0,0.0,2365709.5,22901.71,2863094.0,10864614.0,3794.0,0.03
2037-08-01,2673083.5,0.0,482587.88,2161954.2,1850132.9,2781999.8,0.0,0.0,365974.75,10315734.0,1026440.1,0.0,0.0,3008539.8,1472067.4,0.0,1906030.5,21383.514,2877292.0,10311754.0,3980.0,0.04
2037-09-01,1923731.6,0.0,482587.88,2164513.0,1864792.5,2762948.0,0.0,0.0,365937.28,9564510.0,1188163.2,0.0,0.0,3000176.8,1487026.2,0.0,1566649.0,21215.602,2293117.0,9556348.0,8162.0,0.09
2037-10-01,1734664.5,0.0,482587.88,2166690.0,1871051.0,2725746.8,0.0,0.0,365918.47,9346658.0,1270799.6,0.0,0.0,2998062.0,1493380.2,0.0,1561644.2,21782.807,1993873.1,9339542.0,7116.0,0.08
2037-11-01,1497539.0,0.0,482587.88,2169039.2,1991554.8,2789236.0,0.0,0.0,365859.44,9295816.0,2135923.5,0.0,0.0,3001591.2,1613837.1,0.0,1034953.7,23516.291,1484998.9,9294821.0,995.0,0.01
2037-12-01,1400704.4,0.0,482587.88,2170694.0,2747112.2,3011800.2,0.0,0.0,365852.22,10178751.0,3594400.0,0.0,0.0,3018457.8,1842187.1,0.0,61065.285,26365.639,1632946.4,10175422.0,3329.0,0.03
2038-01-01,1509543.0,0.0,482587.88,2172181.0,2149439.0,3031066.0,0.0,0.0,365829.6,9710647.0,2509665.5,0.0,0.0,3058391.0,1772469.8,0.0,810765.0,29174.547,1514721.5,9695187.0,15460.0,0.16
2038-02-01,1342576.4,0.0,482587.88,2173433.5,2508839.0,3724189.8,0.0,0.0,307060.06,10538687.0,4173060.8,0.0,0.0,3107057.2,2103515.2,0.0,72010.67,31895.375,1045945.7,10533485.0,5202.0,0.05
2038-03-01,1360296.2,0.0,482587.88,2174276.5,2638669.8,3467422.2,0.0,0.0,306496.03,10429748.0,3347358.8,0.0,0.0,3110032.8,2224694.2,0.0,126209.19,33821.562,1555776.6,10397894.0,31854.0,0.31
2038-04-01,1532266.8,0.0,482587.88,2175154.5,2996151.5,5028883.0,0.0,0.0,306582.47,12521626.0,4599839.0,0.0,0.0,3167165.2,2540782.5,0.0,212327.3,36957.86,1950868.4,12507939.0,13687.0,0.11
2038-05-01,3401268.8,0.0,482587.88,2175983.5,2122554.2,2698076.0,0.0,0.0,306457.9,11186928.0,1376001.5,0.0,0.0,3042023.8,1744454.9,0.0,2437795.5,31520.996,2544714.5,11176512.0,10416.0,0.09
2038-06-01,2924973.0,0.0,482587.88,2177039.2,1979177.2,2387694.5,0.0,0.0,306404.38,10257876.0,1029930.06,0.0,0.0,3009608.5,1601110.0,0.0,1863678.5,25512.613,2724447.2,10254287.0,3589.0,0.03
2038-07-01,2951218.8,0.0,482587.88,2177999.5,1822630.1,2284228.5,0.0,0.0,306375.44,10025039.0,946950.44,0.0,0.0,2988636.8,1444927.0,0.0,1699003.9,21462.377,2918634.0,10019614.0,5425.0,0.05
2038-08-01,3005025.2,0.0,482587.88,2179012.8,1699035.4,2156326.8,0.0,0.0,306368.97,9828357.0,627429.25,0.0,0.0,2976235.8,1320955.2,0.0,2089415.2,19716.91,2794431.2,9828183.0,174.0,0.0
2038-09-01,2251340.0,0.0,482587.88,2179865.8,1708741.8,2175926.0,0.0,0.0,306370.06,9104832.0,858516.7,0.0,0.0,2969666.8,1330986.9,0.0,1680276.6,19173.096,2243883.0,9102503.0,2329.0,0.03
2038-10-01,1808346.5,0.0,482587.88,2180772.5,1767229.2,2192375.0,0.0,0.0,306374.75,8737686.0,1093123.2,0.0,0.0,2972123.5,1388891.1,0.0,1425879.1,20121.416,1834820.1,8734959.0,2727.0,0.03
2038-11-01,1570469.8,0.0,482587.88,2181530.8,1824751.4,2255378.0,0.0,0.0,306363.4,8621081.0,1741480.0,0.0,0.0,2976617.2,1446895.2,0.0,1124604.0,21295.783,1310271.0,8621163.0,-82.0,-0.0
2038-12-01,1438524.4,0.0,482587.88,2182132.5,1934395.9,2206766.2,0.0,0.0,306356.22,8550763.0,1735792.9,0.0,0.0,2990312.8,1555807.6,0.0,697866.4,23097.484,1550161.5,8553038.0,-2275.0,-0.03
2039-01-01,1307855.9,0.0,482587.88,2182881.2,2119874.5,2259819.2,0.0,0.0,306408.25,8659427.0,1870080.1,0.0,0.0,3056382.8,1739479.4,0.0,396804.78,27574.154,1560203.9,8650525.0,8902.0,0.1
2039-02-01,1811375.4,0.0,482587.88,2159617.0,2619156.2,4912806.0,0.0,0.0,554000.56,12539543.0,5564295.0,0.0,0.0,3239976.2,2238531.2,0.0,259197.36,36748.33,1135691.8,12474439.0,65104.0,0.52
2039-03-01,897203.06,0.0,482587.88,288375.62,56372816.0,17202098.0,0.0,0.0,554377.25,75797460.0,61858612.0,0.0,0.0,7671644.0,4337932.0,0.0,101870.875,45929.93,1796032.5,75812024.0,-14568.0,-0.02
2039-04-01,2209653.8,0.0,482587.88,2059566.5,3621064.2,6177454.5,0.0,0.0,553243.06,15103569.0,6725565.0,0.0,0.0,3595716.0,2638524.0,0.0,76796.664,51885.43,1988083.6,15076571.0,26998.0,0.18
2039-05-01,5051892.0,0.0,482587.88,2107917.2,2472465.0,4054274.8,0.0,0.0,553170.2,14722307.0,3199490.0,0.0,0.0,3238836.0,2094651.6,0.0,2920151.8,47148.316,3169144.8,14669423.0,52884.0,0.36
2039-06-01,4207423.0,0.0,482587.88,2126927.2,2090367.5,4516612.0,0.0,0.0,552837.2,13976755.0,3192247.0,0.0,0.0,3120787.5,1712209.2,0.0,3240781.2,35798.69,2659581.8,13961406.0,15349.0,0.11
2039-07-01,3362984.5,0.0,482587.88,2142181.2,1961735.6,3144028.2,0.0,0.0,553243.4,11646761.0,1643263.4,0.0,0.0,3071016.5,1583643.4,0.0,2252255.0,31249.621,3044894.8,11626323.0,20438.0,0.18
2039-08-01,3169541.8,0.0,482587.88,2151804.2,1862456.9,2853682.5,0.0,0.0,553940.44,11074014.0,1265115.4,0.0,0.0,3040461.2,1484413.9,0.0,2117031.8,29486.697,3124858.5,11061367.0,12647.0,0.11
2039-09-01,2275254.5,0.0,482587.88,2158433.5,1924117.2,2752152.2,0.0,0.0,552344.8,10144890.0,1416525.2,0.0,0.0,3022952.0,1545707.4,0.0,1477910.2,29598.559,2640133.2,10132827.0,12063.0,0.12
2039-10-01,1806126.6,0.0,482587.88,2163320.0,1896360.9,2789393.2,0.0,0.0,551680.56,9689470.0,1566522.9,0.0,0.0,3013992.0,1518413.4,0.0,1360392.0,29791.766,2189852.5,9678965.0,10505.0,0.11
2039-11-01,1414997.6,0.0,482587.88,2167016.2,2033930.9,2808775.8,0.0,0.0,549993.2,9457301.0,2377706.2,0.0,0.0,3017524.2,1656140.5,0.0,786615.56,32161.576,1580893.6,9451042.0,6259.0,0.07
2039-12-01,1276917.6,0.0,482587.88,2169701.2,2056238.0,2740498.2,0.0,0.0,550314.56,9276258.0,2113695.0,0.0,0.0,3028325.2,1681585.0,0.0,813299.94,34110.926,1589887.9,9260904.0,15354.0,0.17
2040-01-01,1268202.2,0.0,482587.88,2171796.0,2302291.8,2847254.0,0.0,0.0,550292.94,9622425.0,2821429.2,0.0,0.0,3106318.5,1919958.5,0.0,212035.81,38665.977,1516117.9,9614526.0,7899.0,0.08
2040-02-01,1305715.1,0.0,375661.28,2173424.5,2341117.2,3021642.5,0.0,0.0,236293.78,9453854.0,2932269.8,0.0,0.0,3129623.2,1955239.8,0.0,313744.0,37719.4,1064804.5,9433401.0,20453.0,0.22
2040-03-01,1338411.0,0.0,375661.28,2174705.8,2339425.8,2738877.2,0.0,0.0,235897.98,9202979.0,2042246.1,0.0,0.0,3109268.2,1957177.6,0.0,242737.17,36790.066,1805056.8,9193276.0,9703.0,0.11
2040-04-01,1506102.1,0.0,375661.28,2176001.2,2513444.8,2538134.0,0.0,0.0,236737.23,9346080.0,2235342.5,0.0,0.0,3056053.5,1815652.4,0.0,107211.555,33616.51,2095228.5,9343105.0,2975.0,0.03
2040-05-01,2957593.0,0.0,375661.28,2177187.0,1816768.1,2292702.5,0.0,0.0,237736.47,9857648.0,845282.6,0.0,0.0,3021805.0,1438655.4,0.0,1900843.0,27779.139,2623586.0,9857951.0,-303.0,-0.0
2040-06-01,2487375.8,0.0,375661.28,2178278.8,1801841.8,2208728.0,0.0,0.0,237571.58,9289458.0,913716.2,0.0,0.0,3002142.8,1423401.6,0.0,1375444.0,23394.225,2550802.8,9288901.0,557.0,0.01
2040-07-01,3261842.0,0.0,375661.28,2179278.0,1598804.6,2100023.0,0.0,0.0,238064.55,9753673.0,602985.2,0.0,0.0,2985968.2,1220751.5,0.0,2161382.8,19454.334,2765106.5,9755649.0,-1976.0,-0.02
2040-08-01,3138962.5,0.0,375661.28,2180277.2,1551238.2,2052789.6,0.0,0.0,238809.25,9537738.0,520154.3,0.0,0.0,2975129.0,1173071.5,0.0,2101175.8,17528.041,2753188.2,9540247.0,-2509.0,-0.03
2040-09-01,2580019.0,0.0,375661.28,2181208.2,1583888.9,2020782.4,0.0,0.0,237528.75,8979089.0,517148.94,0.0,0.0,2971538.0,1206018.2,0.0,1685656.2,17082.436,2583671.5,8981115.0,-2026.0,-0.02
2040-10-01,2287731.0,0.0,375661.28,2182117.5,1672880.1,2011145.2,0.0,0.0,236983.36,8766518.0,899295.2,0.0,0.0,2975258.2,1295815.5,0.0,1121715.0,17800.617,2456216.0,8766100.0,418.0,0.0
2040-11-01,1629874.6,0.0,375661.28,2183010.0,1769406.1,2152338.0,0.0,0.0,235487.23,8345777.0,1665061.5,0.0,0.0,2980414.0,1391806.5,0.0,646836.94,18900.482,1641336.1,8344355.5,1421.5,0.02
2040-12-01,1473624.1,0.0,375661.28,2183805.0,1921661.2,2096381.9,0.0,0.0,235676.23,8286810.0,1752111.8,0.0,0.0,3032448.8,1533382.2,0.0,446060.9,22428.674,1494424.4,8280857.0,5953.0,0.07
2041-01-01,1384761.5,0.0,375661.28,2184569.5,2002633.9,2081749.9,0.0,0.0,235702.89,8265079.0,1632458.4,0.0,0.0,3077588.0,1602082.2,0.0,245703.58,25228.256,1673948.1,8257009.0,8070.0,0.1
2041-02-01,1463568.6,0.0,375661.28,2185025.8,1847401.4,2096940.6,0.0,0.0,121043.46,8089641.0,1670300.5,0.0,0.0,3064518.2,1480194.2,0.0,716637.06,23800.988,1124033.4,8079484.5,10156.5,0.13
2041-03-01,1884955.5,0.0,375661.28,2185473.8,1792130.4,1925944.0,0.0,0.0,122277.05,8286442.0,771398.56,0.0,0.0,3032698.2,1406188.8,0.0,1068938.9,21950.963,1986577.0,8287752.5,-1310.5,-0.02
2041-04-01,2008249.6,0.0,375661.28,2185816.5,2163514.0,2924087.5,0.0,0.0,122836.1,9780165.0,2136462.0,0.0,0.0,3120815.8,1725506.5,0.0,188186.48,24775.096,2540657.5,9736404.0,43761.0,0.45
2041-05-01,4234970.0,0.0,375661.28,2186212.8,1801473.5,2162258.2,0.0,0.0,124051.734,10884628.0,901193.56,0.0,0.0,3038489.5,1422910.8,0.0,2458595.0,22707.35,3034579.0,10878476.0,6152.0,0.06
2041-06-01,3930351.2,0.0,375661.28,2186791.0,1586042.6,1837669.9,0.0,0.0,124016.24,10040532.0,439116.22,0.0,0.0,2996746.0,1207931.0,0.0,2113231.0,16334.4,3270816.8,10044175.0,-3643.0,-0.04
2041-07-01,4318948.0,0.0,375661.28,2187372.8,1483014.4,1692210.9,0.0,0.0,124522.75,10181730.0,347051.12,0.0,0.0,2976148.0,1104946.9,0.0,2095300.9,13738.878,3649191.8,10186378.0,-4648.0,-0.05
2041-08-01,4259067.0,0.0,375661.28,2188048.2,1443221.6,1633113.4,0.0,0.0,125199.85,10024312.0,315302.84,0.0,0.0,2964379.8,1064975.4,0.0,2119282.2,12629.633,3554613.0,10031182.0,-6870.0,-0.07
2041-09-01,2988223.2,0.0,375661.28,2188750.0,1500599.1,1662680.6,0.0,0.0,123918.46,8839832.0,431163.22,0.0,0.0,2957968.8,1122862.9,0.0,1408697.2,12473.211,2906446.5,8839612.0,220.0,0.0
2041-10-01,2520114.2,0.0,375661.28,2189317.8,1568950.6,1740716.9,0.0,0.0,123367.336,8518127.0,701467.5,0.0,0.0,2961498.8,1191293.4,0.0,1082494.4,13359.239,2565452.8,8515566.0,2561.0,0.03
2041-11-01,1808269.1,0.0,375661.28,2189852.8,1726366.0,1769490.2,0.0,0.0,121942.555,7991581.5,1543786.5,0.0,0.0,2967204.2,1313358.2,0.0,346203.66,14816.929,1805710.0,7991079.5,502.0,0.01
2041-12-01,1658560.9,0.0,375661.28,2190298.0,1664405.8,1763029.6,0.0,0.0,122049.46,7774005.0,1324500.6,0.0,0.0,2985057.2,1301710.0,0.0,625005.0,15652.629,1514881.1,7766806.5,7198.5,0.09
