year,month,day,d1,d2,d3,tmx,tmx2,tmx3,tmx4,tmn,tmn2,tmn3,tmn4,ppt,sr1,sr2,sr3,sr4
1981,3,6,0,0,0,15.56,12.06,7.39,2.29,4.44,2.71,-3.75,-5.91,0.12,-901,0,-901,0.4
1981,3,7,0,0,0,19.44,15.94,11.27,6.17,7.22,5.49,-0.97,-3.13,0,-901,0,-901,0
1981,3,8,0,0,0,22.78,19.28,14.61,9.51,5.56,3.83,-2.63,-4.79,0,-901,0,-901,0
1981,3,9,0,0,0,26.67,23.17,18.5,13.4,7.22,5.49,-0.97,-3.13,0,-901,0,-901,0
1981,3,10,0,0,0,27.22,23.72,19.05,13.95,5.56,3.83,-2.63,-4.79,0,-901,0,-901,0.6
1981,3,11,0,0,0,25.56,22.06,17.39,12.29,5,3.27,-3.19,-5.35,0,-901,0,-901,0
1981,3,12,0,0,0,20.56,17.06,12.39,7.29,8.89,7.16,0.7,-1.46,0,-901,0,-901,0
1981,3,13,0,0,0,15.56,12.06,7.39,2.29,6.67,4.94,-1.52,-3.68,0,-901,0,-901,0
1981,3,14,0,0,0,20,16.5,11.83,6.73,2.22,0.49,-5.97,-8.13,0,-901,0,-901,0
1981,3,15,0,0,0,25.56,22.06,17.39,12.29,2.78,1.05,-5.41,-7.57,0,-901,0,-901,0
1981,3,16,0,0,0,25,21.5,16.83,11.73,3.89,2.16,-4.3,-6.46,0,-901,0,-901,0
1981,3,17,0,0,0,24.44,20.94,16.27,11.17,5.56,3.83,-2.63,-4.79,0,-901,0,-901,0
1981,3,18,0,0,0,25,21.5,16.83,11.73,4.44,2.71,-3.75,-5.91,0,-901,0,-901,0
1981,3,19,0,0,0,24.44,20.94,16.27,11.17,4.44,2.71,-3.75,-5.91,0,-901,0,-901,7.9
1981,3,20,0,0,0,18.33,14.83,10.16,5.06,7.22,5.49,-0.97,-3.13,0.5,-901,0,-901,12
1981,3,21,0,0,0,19.44,15.94,11.27,6.17,2.78,1.05,-5.41,-7.57,0,-901,0,-901,0.1
1981,3,22,0,0,0,22.22,18.72,14.05,8.95,7.22,5.49,-0.97,-3.13,0,-901,0,-901,1.5
1981,3,23,0,0,0,25.56,22.06,17.39,12.29,6.67,4.94,-1.52,-3.68,0,-901,0,-901,1.1
1981,3,24,0,0,0,25,21.5,16.83,11.73,6.11,4.38,-2.08,-4.24,0,-901,0,-901,0.8
1981,3,25,0,0,0,25,21.5,16.83,11.73,7.78,6.05,-0.41,-2.57,0,-901,0,-901,0.7
1981,3,26,0,0,0,21.67,18.17,13.5,8.4,8.33,6.6,0.14,-2.02,0.04,-901,0,-901,8
1981,3,27,0,0,0,17.78,14.28,9.61,4.51,1.67,-0.06,-6.52,-8.68,0.55,-901,0,-901,2
1981,3,28,0,0,0,20.56,17.06,12.39,7.29,1.67,-0.06,-6.52,-8.68,0,-901,0,-901,1
1981,3,29,0,0,0,16.11,12.61,7.94,2.84,7.22,5.49,-0.97,-3.13,0,-901,0,-901,1.1
1981,3,30,0,0,0,22.78,19.28,14.61,9.51,7.22,5.49,-0.97,-3.13,0,-901,0,-901,1.1
1981,3,31,0,0,0,28.33,24.83,20.16,15.06,3.89,2.16,-4.3,-6.46,0,-901,0,-901,1
1981,4,1,0,0,0,19.44,15.97,11.33,6.28,4.44,2.35,-3.38,-5.46,0,-901,0,-901,0.6
1981,4,2,0,0,0,16.11,12.64,8,2.95,6.67,4.58,-1.15,-3.23,0.12,-901,0,-901,2
1981,4,3,0,0,0,18.33,14.86,10.22,5.17,6.67,4.58,-1.15,-3.23,0,-901,0,-901,0.5
1981,4,4,0,0,0,28.89,25.42,20.78,15.73,3.89,1.8,-3.93,-6.01,0,-901,0,-901,0.2
1981,4,5,0,0,0,32.78,29.31,24.67,19.62,4.44,2.35,-3.38,-5.46,0,-901,0,-901,0
1981,4,6,0,0,0,30.56,27.09,22.45,17.4,5,2.91,-2.82,-4.9,0,-901,0,-901,0.2
1981,4,7,0,0,0,23.89,20.42,15.78,10.73,8.89,6.8,1.07,-1.01,0,-901,0,-901,0.5
1981,4,8,0,0,0,24.44,20.97,16.33,11.28,7.78,5.69,-0.04,-2.12,0,-901,0,-901,0.5
1981,4,9,0,0,0,27.22,23.75,19.11,14.06,7.78,5.69,-0.04,-2.12,0,-901,0,-901,0.5
1981,4,10,0,0,0,21.11,17.64,13,7.95,8.89,6.8,1.07,-1.01,0,-901,0,-901,0.5
1981,4,11,0,0,0,25.56,22.09,17.45,12.4,9.44,7.35,1.62,-0.46,0,-901,0,-901,0.5
1981,4,12,0,0,0,26.67,23.2,18.56,13.51,6.67,4.58,-1.15,-3.23,0,-901,0,-901,0.5
1981,4,13,0,0,0,28.33,24.86,20.22,15.17,7.78,5.69,-0.04,-2.12,0,-901,0,-901,0.2
1981,4,14,0,0,0,28.89,25.42,20.78,15.73,5.56,3.47,-2.26,-4.34,0,-901,0,-901,0.1
1981,4,15,0,0,0,29.44,25.97,21.33,16.28,6.11,4.02,-1.71,-3.79,0,-901,0,-901,0
1981,4,16,0,0,0,28.89,25.42,20.78,15.73,6.67,4.58,-1.15,-3.23,0,-901,0,-901,0
1981,4,17,0,0,0,23.89,20.42,15.78,10.73,8.89,6.8,1.07,-1.01,0,-901,0,-901,0.1
1981,4,18,0,0,0,16.67,13.2,8.56,3.51,10.56,8.47,2.74,0.66,0,-901,0,-901,10
1981,4,19,0,0,0,15,11.53,6.89,1.84,6.67,4.58,-1.15,-3.23,0.26,-901,0,-901,1.4
1981,4,20,0,0,0,23.33,19.86,15.22,10.17,5.56,3.47,-2.26,-4.34,0.02,-901,0,-901,0.6
1981,4,21,0,0,0,28.89,25.42,20.78,15.73,5.56,3.47,-2.26,-4.34,0.06,-901,0,-901,0.3
1981,4,22,0,0,0,34.44,30.97,26.33,21.28,7.22,5.13,-0.6,-2.68,0,-901,0,-901,1.4
1981,4,23,0,0,0,32.22,28.75,24.11,19.06,8.89,6.8,1.07,-1.01,0,-901,0,-901,0.3
1981,4,24,0,0,0,28.33,24.86,20.22,15.17,8.89,6.8,1.07,-1.01,0,-901,0,-901,0.1
1981,4,25,0,0,0,28.89,25.42,20.78,15.73,8.89,6.8,1.07,-1.01,0,-901,0,-901,0
1981,4,26,0,0,0,25.56,22.09,17.45,12.4,10,7.91,2.18,0.1,0,-901,0,-901,0.2
1981,4,27,0,0,0,29.44,25.97,21.33,16.28,8.33,6.24,0.51,-1.57,0,-901,0,-901,1.1
1981,4,28,0,0,0,35.56,32.09,27.45,22.4,11.11,9.02,3.29,1.21,0,-901,0,-901,1
1981,4,29,0,0,0,36.11,32.64,28,22.95,11.11,9.02,3.29,1.21,0,-901,0,-901,0.5
1981,4,30,0,0,0,34.44,30.97,26.33,21.28,14.44,12.35,6.62,4.54,0,-901,0,-901,0.5
1981,5,1,0,0,0,28.89,25.92,21.95,17.63,13.33,10.68,5.88,4.78,0,-901,0,-901,0.9
1981,5,2,0,0,0,26.67,23.7,19.73,15.41,13.33,10.68,5.88,4.78,0,-901,0,-901,0.8
1981,5,3,0,0,0,26.11,23.14,19.17,14.85,12.78,10.13,5.33,4.23,0,-901,0,-901,1.6
1981,5,4,0,0,0,25.56,22.59,18.62,14.3,12.22,9.57,4.77,3.67,0,-901,0,-901,1.2
1981,5,5,0,0,0,26.11,23.14,19.17,14.85,12.78,10.13,5.33,4.23,0,-901,0,-901,0.5
1981,5,6,0,0,0,26.67,23.7,19.73,15.41,11.67,9.02,4.22,3.12,0,-901,0,-901,1.4
1981,5,7,0,0,0,29.44,26.47,22.5,18.18,8.89,6.24,1.44,0.34,0,-901,0,-901,1.8
1981,5,8,0,0,0,32.22,29.25,25.28,20.96,9.44,6.79,1.99,0.89,0,-901,0,-901,1.8
1981,5,9,0,0,0,36.67,33.7,29.73,25.41,11.11,8.46,3.66,2.56,0,-901,0,-901,0.9
1981,5,10,0,0,0,31.67,28.7,24.73,20.41,10.56,7.91,3.11,2.01,0,-901,0,-901,1.6
1981,5,11,0,0,0,27.78,24.81,20.84,16.52,11.11,8.46,3.66,2.56,0,-901,0,-901,1.5
1981,5,12,0,0,0,25,22.03,18.06,13.74,10.56,7.91,3.11,2.01,0,-901,0,-901,0.8
1981,5,13,0,0,0,24.44,21.47,17.5,13.18,12.22,9.57,4.77,3.67,0,-901,0,-901,0.8
1981,5,14,0,0,0,21.11,18.14,14.17,9.85,12.78,10.13,5.33,4.23,0,-901,0,-901,1.1
1981,5,15,0,0,0,20,17.03,13.06,8.74,11.67,9.02,4.22,3.12,0.02,-901,0,-901,1.5
1981,5,16,0,0,0,20,17.03,13.06,8.74,11.67,9.02,4.22,3.12,0,-901,0,-901,0.6
1981,5,17,0,0,0,26.67,23.7,19.73,15.41,6.67,4.02,-0.78,-1.88,0,-901,0,-901,2.5
1981,5,18,0,0,0,25.56,22.59,18.62,14.3,7.22,4.57,-0.23,-1.33,0,-901,0,-901,1.8
1981,5,19,0,0,0,21.11,18.14,14.17,9.85,12.78,10.13,5.33,4.23,0,-901,0,-901,0.8
1981,5,20,0,0,0,23.33,20.36,16.39,12.07,9.44,6.79,1.99,0.89,0,-901,0,-901,0.9
1981,5,21,0,0,0,22.78,19.81,15.84,11.52,6.67,4.02,-0.78,-1.88,0,-901,0,-901,0.4
1981,5,22,0,0,0,28.33,25.36,21.39,17.07,9.44,6.79,1.99,0.89,0,-901,0,-901,0.8
1981,5,23,0,0,0,23.33,20.36,16.39,12.07,10.56,7.91,3.11,2.01,0,-901,0,-901,0.2
1981,5,24,0,0,0,27.22,24.25,20.28,15.96,11.67,9.02,4.22,3.12,0,-901,0,-901,0.1
1981,5,25,0,0,0,25,22.03,18.06,13.74,12.78,10.13,5.33,4.23,0,-901,0,-901,0.4
1981,5,26,0,0,0,24.44,21.47,17.5,13.18,15,12.35,7.55,6.45,0,-901,0,-901,1.4
1981,5,27,0,0,0,22.78,19.81,15.84,11.52,14.44,11.79,6.99,5.89,0.09,-901,0,-901,1
1981,5,28,0,0,0,24.44,21.47,17.5,13.18,13.89,11.24,6.44,5.34,0.16,-901,0,-901,1.4
1981,5,29,0,0,0,23.33,20.36,16.39,12.07,14.44,11.79,6.99,5.89,0,-901,0,-901,0.5
1981,5,30,0,0,0,25.56,22.59,18.62,14.3,15,12.35,7.55,6.45,0,-901,0,-901,0.9
1981,5,31,0,0,0,31.11,28.14,24.17,19.85,16.67,14.02,9.22,8.12,0,-901,0,-901,1
1981,6,1,0,0,0,30,27.49,24.15,20.5,15.56,13.93,10.27,9.42,0,-901,0,-901,1
1981,6,2,0,0,0,23.89,21.38,18.04,14.39,14.44,12.81,9.15,8.3,0,-901,0,-901,1
1981,6,3,0,0,0,35,32.49,29.15,25.5,13.89,12.26,8.6,7.75,0,-901,0,-901,0.5
1981,6,4,0,0,0,40,37.49,34.15,30.5,15.56,13.93,10.27,9.42,0,-901,0,-901,0.4
1981,6,5,0,0,0,36.67,34.16,30.82,27.17,16.67,15.04,11.38,10.53,0,-901,0,-901,0.8
1981,6,6,0,0,0,31.67,29.16,25.82,22.17,15.56,13.93,10.27,9.42,0,-901,0,-901,0.6
1981,6,7,0,0,0,33.33,30.82,27.48,23.83,16.11,14.48,10.82,9.97,0,-901,0,-901,1.1
1981,6,8,0,0,0,36.67,34.16,30.82,27.17,16.67,15.04,11.38,10.53,0,-901,0,-901,1.4
1981,6,9,0,0,0,32.22,29.71,26.37,22.72,16.11,14.48,10.82,9.97,0,-901,0,-901,1.2
1981,6,10,0,0,0,31.11,28.6,25.26,21.61,16.11,14.48,10.82,9.97,0,-901,0,-901,0.4
1981,6,11,0,0,0,28.89,26.38,23.04,19.39,16.11,14.48,10.82,9.97,0,-901,0,-901,0.5
1981,6,12,0,0,0,27.78,25.27,21.93,18.28,15.56,13.93,10.27,9.42,0,-901,0,-901,0.5
1981,6,13,0,0,0,30.56,28.05,24.71,21.06,12.78,11.15,7.49,6.64,0,-901,0,-901,0.4
1981,6,14,0,0,0,33.33,30.82,27.48,23.83,13.33,11.7,8.04,7.19,0,-901,0,-901,1
1981,6,15,0,0,0,35.56,33.05,29.71,26.06,12.22,10.59,6.93,6.08,0,-901,0,-901,0.4
1981,6,16,0,0,0,40,37.49,34.15,30.5,14.44,12.81,9.15,8.3,0,-901,0,-901,0.3
1981,6,17,0,0,0,41.11,38.6,35.26,31.61,16.67,15.04,11.38,10.53,0,-901,0,-901,0.7
1981,6,18,0,0,0,39.44,36.93,33.59,29.94,12.78,11.15,7.49,6.64,0,-901,0,-901,0.5
1981,6,19,0,0,0,37.22,34.71,31.37,27.72,15.56,13.93,10.27,9.42,0,-901,0,-901,0.2
1981,6,20,0,0,0,37.22,34.71,31.37,27.72,15.56,13.93,10.27,9.42,0,-901,0,-901,0.2
1981,6,21,0,0,0,38.89,36.38,33.04,29.39,16.11,14.48,10.82,9.97,0,-901,0,-901,0.3
1981,6,22,0,0,0,36.67,34.16,30.82,27.17,17.78,16.15,12.49,11.64,0,-901,0,-901,0.1
1981,6,23,0,0,0,37.22,34.71,31.37,27.72,17.22,15.59,11.93,11.08,0,-901,0,-901,0.8
1981,6,24,0,0,0,38.89,36.38,33.04,29.39,17.22,15.59,11.93,11.08,0,-901,0,-901,0.8
1981,6,25,0,0,0,38.89,36.38,33.04,29.39,18.33,16.7,13.04,12.19,0,-901,0,-901,0.5
1981,6,26,0,0,0,37.78,35.27,31.93,28.28,16.67,15.04,11.38,10.53,0,-901,0,-901,0.6
1981,6,27,0,0,0,33.89,31.38,28.04,24.39,17.78,16.15,12.49,11.64,0,-901,0,-901,0.2
1981,6,28,0,0,0,32.78,30.27,26.93,23.28,14.44,12.81,9.15,8.3,0,-901,0,-901,0.3
1981,6,29,0,0,0,35,32.49,29.15,25.5,15,13.37,9.71,8.86,0,-901,0,-901,1
1981,6,30,0,0,0,35.56,33.05,29.71,26.06,15,13.37,9.71,8.86,0,-901,0,-901,1.2
1981,7,1,0,0,0,33.33,30.47,26.64,22.48,14.44,14.13,10.36,10.33,0,-901,0,-901,0.7
1981,7,2,0,0,0,33.89,31.03,27.2,23.04,12.78,12.47,8.7,8.67,0,-901,0,-901,1.2
1981,7,3,0,0,0,39.44,36.58,32.75,28.59,15.56,15.25,11.48,11.45,0,-901,0,-901,0.2
1981,7,4,0,0,0,37.22,34.36,30.53,26.37,16.11,15.8,12.03,12,0,-901,0,-901,0
1981,7,5,0,0,0,36.67,33.81,29.98,25.82,12.78,12.47,8.7,8.67,0,-901,0,-901,0.2
1981,7,6,0,0,0,33.33,30.47,26.64,22.48,17.78,17.47,13.7,13.67,0,-901,0,-901,0.4
1981,7,7,0,0,0,34.44,31.58,27.75,23.59,17.78,17.47,13.7,13.67,0,-901,0,-901,0.5
1981,7,8,0,0,0,33.89,31.03,27.2,23.04,17.78,17.47,13.7,13.67,0,-901,0,-901,1.1
1981,7,9,0,0,0,33.89,31.03,27.2,23.04,18.33,18.02,14.25,14.22,0,-901,0,-901,0.5
1981,7,10,0,0,0,35,32.14,28.31,24.15,16.67,16.36,12.59,12.56,0,-901,0,-901,0.4
1981,7,11,0,0,0,33.33,30.47,26.64,22.48,16.11,15.8,12.03,12,0,-901,0,-901,0.6
1981,7,12,0,0,0,32.78,29.92,26.09,21.93,15,14.69,10.92,10.89,0,-901,0,-901,1
1981,7,13,0,0,0,36.67,33.81,29.98,25.82,15.56,15.25,11.48,11.45,0,-901,0,-901,0.8
1981,7,14,0,0,0,37.22,34.36,30.53,26.37,17.22,16.91,13.14,13.11,0,-901,0,-901,1.2
1981,7,15,0,0,0,32.78,29.92,26.09,21.93,20.56,20.25,16.48,16.45,0,-901,0,-901,0.7
1981,7,16,0,0,0,35.56,32.7,28.87,24.71,17.22,16.91,13.14,13.11,0,-901,0,-901,0.6
1981,7,17,0,0,0,35,32.14,28.31,24.15,16.67,16.36,12.59,12.56,0,-901,0,-901,1.2
1981,7,18,0,0,0,34.44,31.58,27.75,23.59,15.56,15.25,11.48,11.45,0,-901,0,-901,0.6
1981,7,19,0,0,0,37.78,34.92,31.09,26.93,15,14.69,10.92,10.89,0,-901,0,-901,1
1981,7,20,0,0,0,38.89,36.03,32.2,28.04,15,14.69,10.92,10.89,0,-901,0,-901,0.6
1981,7,21,0,0,0,36.11,33.25,29.42,25.26,20,19.69,15.92,15.89,0,-901,0,-901,0.6
1981,7,22,0,0,0,36.11,33.25,29.42,25.26,15.56,15.25,11.48,11.45,0,-901,0,-901,0.5
1981,7,23,0,0,0,35,32.14,28.31,24.15,15.56,15.25,11.48,11.45,0,-901,0,-901,0.3
1981,7,24,0,0,0,35,32.14,28.31,24.15,15.56,15.25,11.48,11.45,0,-901,0,-901,0.3
1981,7,25,0,0,0,33.33,30.47,26.64,22.48,14.44,14.13,10.36,10.33,0,-901,0,-901,0.4
1981,7,26,0,0,0,33.89,31.03,27.2,23.04,14.44,14.13,10.36,10.33,0,-901,0,-901,0.9
1981,7,27,0,0,0,32.22,29.36,25.53,21.37,14.44,14.13,10.36,10.33,0,-901,0,-901,0.5
1981,7,28,0,0,0,32.22,29.36,25.53,21.37,13.89,13.58,9.81,9.78,0,-901,0,-901,0.8
1981,7,29,0,0,0,33.89,31.03,27.2,23.04,15,14.69,10.92,10.89,0,-901,0,-901,1
1981,7,30,0,0,0,34.44,31.58,27.75,23.59,13.89,13.58,9.81,9.78,0,-901,0,-901,1
1981,7,31,0,0,0,33.33,30.47,26.64,22.48,14.44,14.13,10.36,10.33,0,-901,0,-901,0.1
1981,8,1,0,0,0,33.33,30.27,26.18,21.73,13.89,13.46,9.27,8.57,0,-901,0,-901,0.9
1981,8,2,0,0,0,33.89,30.83,26.74,22.29,13.33,12.9,8.71,8.01,0,-901,0,-901,0.9
1981,8,3,0,0,0,34.44,31.38,27.29,22.84,12.78,12.35,8.16,7.46,0,-901,0,-901,0.9
1981,8,4,0,0,0,33.89,30.83,26.74,22.29,12.78,12.35,8.16,7.46,0,-901,0,-901,1
1981,8,5,0,0,0,39.44,36.38,32.29,27.84,14.44,14.01,9.82,9.12,0,-901,0,-901,1
1981,8,6,0,0,0,37.78,34.72,30.63,26.18,17.22,16.79,12.6,11.9,0,-901,0,-901,1.6
1981,8,7,0,0,0,36.11,33.05,28.96,24.51,18.89,18.46,14.27,13.57,0,-901,0,-901,0.9
1981,8,8,0,0,0,36.11,33.05,28.96,24.51,16.67,16.24,12.05,11.35,0,-901,0,-901,1
1981,8,9,0,0,0,36.67,33.61,29.52,25.07,16.67,16.24,12.05,11.35,0,-901,0,-901,0.7
1981,8,10,0,0,0,34.44,31.38,27.29,22.84,17.22,16.79,12.6,11.9,0,-901,0,-901,1.2
1981,8,11,0,0,0,35,31.94,27.85,23.4,16.11,15.68,11.49,10.79,0,-901,0,-901,0.6
1981,8,12,0,0,0,33.33,30.27,26.18,21.73,17.22,16.79,12.6,11.9,0,-901,0,-901,0.3
1981,8,13,0,0,0,34.44,31.38,27.29,22.84,17.22,16.79,12.6,11.9,0,-901,0,-901,0.5
1981,8,14,0,0,0,35.56,32.5,28.41,23.96,17.22,16.79,12.6,11.9,0,-901,0,-901,1.2
1981,8,15,0,0,0,33.89,30.83,26.74,22.29,20.56,20.13,15.94,15.24,0,-901,0,-901,1
1981,8,16,0,0,0,34.44,31.38,27.29,22.84,18.33,17.9,13.71,13.01,0,-901,0,-901,1.1
1981,8,17,0,0,0,35,31.94,27.85,23.4,17.78,17.35,13.16,12.46,0,-901,0,-901,2.5
1981,8,18,0,0,0,32.22,29.16,25.07,20.62,17.22,16.79,12.6,11.9,0,-901,0,-901,1.6
1981,8,19,0,0,0,33.33,30.27,26.18,21.73,17.78,17.35,13.16,12.46,0,-901,0,-901,0.5
1981,8,20,0,0,0,37.78,34.72,30.63,26.18,16.11,15.68,11.49,10.79,0,-901,0,-901,0.2
1981,8,21,0,0,0,40,36.94,32.85,28.4,16.11,15.68,11.49,10.79,0,-901,0,-901,0.7
1981,8,22,0,0,0,36.67,33.61,29.52,25.07,15.56,15.13,10.94,10.24,0,-901,0,-901,0.2
1981,8,23,0,0,0,35,31.94,27.85,23.4,16.11,15.68,11.49,10.79,0,-901,0,-901,0
1981,8,24,0,0,0,38.89,35.83,31.74,27.29,15.56,15.13,10.94,10.24,0,-901,0,-901,0.1
1981,8,25,0,0,0,40.56,37.5,33.41,28.96,19.44,19.01,14.82,14.12,0,-901,0,-901,0.1
1981,8,26,0,0,0,37.78,34.72,30.63,26.18,20.56,20.13,15.94,15.24,0,-901,0,-901,0
1981,8,27,0,0,0,43.33,40.27,36.18,31.73,20.56,20.13,15.94,15.24,0,-901,0,-901,0
1981,8,28,0,0,0,42.22,39.16,35.07,30.62,21.67,21.24,17.05,16.35,0,-901,0,-901,0.1
1981,8,29,0,0,0,40.56,37.5,33.41,28.96,20,19.57,15.38,14.68,0,-901,0,-901,1
1981,8,30,0,0,0,35.56,32.5,28.41,23.96,16.67,16.24,12.05,11.35,0,-901,0,-901,0.6
1981,8,31,0,0,0,34.44,31.38,27.29,22.84,13.89,13.46,9.27,8.57,0,-901,0,-901,0.3
1981,9,1,0,0,0,34.44,31.06,26.54,21.63,13.89,13.63,7.91,6.53,0,-901,0,-901,0.5
1981,9,2,0,0,0,34.44,31.06,26.54,21.63,14.44,14.18,8.46,7.08,0,-901,0,-901,0.5
1981,9,3,0,0,0,32.22,28.84,24.32,19.41,13.89,13.63,7.91,6.53,0,-901,0,-901,0.7
1981,9,4,0,0,0,31.67,28.29,23.77,18.86,13.89,13.63,7.91,6.53,0,-901,0,-901,0.5
1981,9,5,0,0,0,30,26.62,22.1,17.19,13.89,13.63,7.91,6.53,0,-901,0,-901,0.5
1981,9,6,0,0,0,29.44,26.06,21.54,16.63,17.22,16.96,11.24,9.86,0,-901,0,-901,0.8
1981,9,7,0,0,0,34.44,31.06,26.54,21.63,17.78,17.52,11.8,10.42,0,-901,0,-901,0.9
1981,9,8,0,0,0,35.56,32.18,27.66,22.75,18.33,18.07,12.35,10.97,0,-901,0,-901,0.5
1981,9,9,0,0,0,33.33,29.95,25.43,20.52,17.22,16.96,11.24,9.86,0,-901,0,-901,0.2
1981,9,10,0,0,0,32.78,29.4,24.88,19.97,15,14.74,9.02,7.64,0,-901,0,-901,0.1
1981,9,11,0,0,0,31.67,28.29,23.77,18.86,13.89,13.63,7.91,6.53,0,-901,0,-901,0
1981,9,12,0,0,0,35,31.62,27.1,22.19,13.89,13.63,7.91,6.53,0,-901,0,-901,0.1
1981,9,13,0,0,0,33.33,29.95,25.43,20.52,13.33,13.07,7.35,5.97,0,-901,0,-901,0.6
1981,9,14,0,0,0,33.89,30.51,25.99,21.08,13.33,13.07,7.35,5.97,0,-901,0,-901,1.1
1981,9,15,0,0,0,32.22,28.84,24.32,19.41,15,14.74,9.02,7.64,0,-901,0,-901,0.3
1981,9,16,0,0,0,35.56,32.18,27.66,22.75,17.22,16.96,11.24,9.86,0,-901,0,-901,0.2
1981,9,17,0,0,0,39.44,36.06,31.54,26.63,16.67,16.41,10.69,9.31,0,-901,0,-901,1.1
1981,9,18,0,0,0,36.11,32.73,28.21,23.3,18.89,18.63,12.91,11.53,0,-901,0,-901,1
1981,9,19,0,0,0,35,31.62,27.1,22.19,16.67,16.41,10.69,9.31,0,-901,0,-901,0.4
1981,9,20,0,0,0,33.89,30.51,25.99,21.08,15.56,15.3,9.58,8.2,0,-901,0,-901,0.6
1981,9,21,0,0,0,35,31.62,27.1,22.19,13.89,13.63,7.91,6.53,0,-901,0,-901,1.2
1981,9,22,0,0,0,31.67,28.29,23.77,18.86,12.78,12.52,6.8,5.42,0,-901,0,-901,1.3
1981,9,23,0,0,0,28.33,24.95,20.43,15.52,14.44,14.18,8.46,7.08,0,-901,0,-901,1.3
1981,9,24,0,0,0,28.89,25.51,20.99,16.08,14.44,14.18,8.46,7.08,0,-901,0,-901,0.6
1981,9,25,0,0,0,30,26.62,22.1,17.19,12.22,11.96,6.24,4.86,0,-901,0,-901,0.3
1981,9,26,0,0,0,28.89,25.51,20.99,16.08,10.56,10.3,4.58,3.2,0,-901,0,-901,0.3
1981,9,27,0,0,0,30,26.62,22.1,17.19,11.67,11.41,5.69,4.31,0,-901,0,-901,0.6
1981,9,28,0,0,0,28.33,24.95,20.43,15.52,11.67,11.41,5.69,4.31,0,-901,0,-901,0.4
1981,9,29,0,0,0,27.22,23.84,19.32,14.41,13.89,13.63,7.91,6.53,0,-901,0,-901,1.2
1981,9,30,0,0,0,27.22,23.84,19.32,14.41,13.89,13.63,7.91,6.53,0,-901,0,-901,3.2
1981,10,1,0,0,0,24.44,20.86,16.07,10.85,13.89,13.2,6.37,5.82,0.11,-901,0,-901,1.7
1981,10,2,0,0,0,20.56,16.98,12.19,6.97,13.89,13.2,6.37,5.82,0.01,-901,0,-901,1.4
1981,10,3,0,0,0,22.22,18.64,13.85,8.63,13.33,12.64,5.81,5.26,0,-901,0,-901,0.8
1981,10,4,0,0,0,23.89,20.31,15.52,10.3,12.78,12.09,5.26,4.71,0,-901,0,-901,0.8
1981,10,5,0,0,0,25.56,21.98,17.19,11.97,10,9.31,2.48,1.93,0,-901,0,-901,1.1
1981,10,6,0,0,0,31.67,28.09,23.3,18.08,11.67,10.98,4.15,3.6,0,-901,0,-901,1
1981,10,7,0,0,0,29.44,25.86,21.07,15.85,11.11,10.42,3.59,3.04,0,-901,0,-901,1
1981,10,8,0,0,0,30,26.42,21.63,16.41,10,9.31,2.48,1.93,0,-901,0,-901,1.1
1981,10,9,0,0,0,22.22,18.64,13.85,8.63,13.33,12.64,5.81,5.26,0,-901,0,-901,1.1
1981,10,10,0,0,0,24.44,20.86,16.07,10.85,13.89,13.2,6.37,5.82,0.21,-901,0,-901,1
1981,10,11,0,0,0,18.33,14.75,9.96,4.74,12.78,12.09,5.26,4.71,0,-901,0,-901,1.4
1981,10,12,0,0,0,20.56,16.98,12.19,6.97,9.44,8.75,1.92,1.37,0,-901,0,-901,1.5
1981,10,13,0,0,0,19.44,15.86,11.07,5.85,8.33,7.64,0.81,0.26,0,-901,0,-901,2.1
1981,10,14,0,0,0,19.44,15.86,11.07,5.85,6.67,5.98,-0.85,-1.4,0,-901,0,-901,1.6
1981,10,15,0,0,0,20,16.42,11.63,6.41,6.11,5.42,-1.41,-1.96,0,-901,0,-901,0.7
1981,10,16,0,0,0,25,21.42,16.63,11.41,5.56,4.87,-1.96,-2.51,0,-901,0,-901,0.9
1981,10,17,0,0,0,28.33,24.75,19.96,14.74,3.33,2.64,-4.19,-4.74,0,-901,0,-901,1.4
1981,10,18,0,0,0,30.56,26.98,22.19,16.97,8.89,8.2,1.37,0.82,0,-901,0,-901,1.1
1981,10,19,0,0,0,32.22,28.64,23.85,18.63,9.44,8.75,1.92,1.37,0,-901,0,-901,0.4
1981,10,20,0,0,0,30.56,26.98,22.19,16.97,11.67,10.98,4.15,3.6,0,-901,0,-901,0.2
1981,10,21,0,0,0,25.56,21.98,17.19,11.97,8.89,8.2,1.37,0.82,0,-901,0,-901,0.2
1981,10,22,0,0,0,31.67,28.09,23.3,18.08,10,9.31,2.48,1.93,0,-901,0,-901,0.3
1981,10,23,0,0,0,32.22,28.64,23.85,18.63,10,9.31,2.48,1.93,0,-901,0,-901,0.3
1981,10,24,0,0,0,30.56,26.98,22.19,16.97,8.89,8.2,1.37,0.82,0,-901,0,-901,0.3
1981,10,25,0,0,0,26.67,23.09,18.3,13.08,7.78,7.09,0.26,-0.29,0,-901,0,-901,0.3
1981,10,26,0,0,0,23.33,19.75,14.96,9.74,10.56,9.87,3.04,2.49,0,-901,0,-901,0.2
1981,10,27,0,0,0,19.44,15.86,11.07,5.85,12.22,11.53,4.7,4.15,0,-901,0,-901,0.2
1981,10,28,0,0,0,21.11,17.53,12.74,7.52,10,9.31,2.48,1.93,0.28,-901,0,-901,1.2
